"1",101,87.7817752044491
"2",2,0.018435643384199
"3",110,110.538830598547
"4",105,106.236693927743
"10",2,1.49975045582919
"11",39,38.3543156660429
"12",18,5.00470803398312
"13",1,1.05286125840659
"14",5,0.344056221065957
"15",31,31.8262338573773
"16",3,0.0849960900650444
"17",1,0.229901513757021
"19",1,0.0407798243700859
"20",4,2.54639302431356
"21",10,5.88681939477106
"22",7,10.1552192119355
"23",10,3.27784132994058
"24",1,0.922080427083655
"26",16,0.854745883290764
"27",159,160.48070867075
"28",1,0.0539653531776793
"29",3,0.0899646270068864
"30",6,0.015120414182569
"32",5,6.8494565824423
"34",8,2.54917848147687
"35",6,11.7529513882497
"36",2,0.150451644327692
"37",9,1.02297488483209
"40",8,11.4648668676612
"42",11,10.729370931889
"44",111,119.838984441959
"56",0,0.114899776434573
"58",0,0.311072991959612
"61",0,0.0290140423850648
"71",0,0.0317326086240042
"82",0,0.0339132113433394
"83",0,0.017868931951293
"91",0,0.024701396060604
"92",0,0.131629468676151
"93",0,0.130787951540379
"104",0,0.0310764861604165
"105",0,0.0311623229478147
"123",0,0.116887684675391
"129",0,0.0217996215165264
"134",0,0.0538424244098866
"135",0,0.0146062005659301
"142",0,0.0730543601382599
"145",0,0.0229754316207638
"146",0,0.00328907536011387
"147",0,0.0181533154638762
"148",0,0.0229023702793375
"149",0,0.0145913176414008
"150",0,0.0384326309787831
"153",0,0.114546615425336
"159",0,0.00328521693450208
"173",0,0.0156342418167655
"174",0,0.0190896153530024
"181",0,0.0184784979508462
"184",0,0.0305613874187089
"187",0,0.0215721531011848
"189",0,0.0014422206379173
"190",0,0.00394538738491635
"191",0,0.00691912803472929
"213",0,0.0843514516066196
"223",0,0.00788318845860968
"228",0,0.107671773655185
"237",0,0.00930783274319069
"239",0,0.0320578731132718
"240",0,0.015687268221122
"243",0,0.0153786498738919
"247",0,0.0185464052109926
"254",0,0.170688596025576
"260",0,0.0313757849248805
"266",0,0.00916004287847997
"272",0,0.396022420817896
"282",0,0.0841455724531998
"283",0,0.12680226851841
"285",0,0.348441698181028
"286",0,1.39447209580532
"291",0,0.0671528125353869
"292",0,0.310431988971818
"293",0,0.021867091717288
"304",0,0.361022955784037
"310",0,0.482915807875807
"311",0,0.172563631677128
"317",0,0.0651358148524481
"318",0,0.320448247396383
"319",0,0.213200856469969
"321",0,0.0325661378718209
"323",0,0.0567443214566802
"324",0,0.0678582607303215
"327",0,0.312919398612306
